person_id,virtual_date,cash,asset,wealth,work_income,capital_gain,daily_expense,principle
-1,1,166204.25386654498,1565100.3969279039,1731304.6507944488,0,0,0,NA
0,2,1542.7786515529206,40185.72,41728.49865155292,500,-407.7599999999967,1058.962340866859,try to maximize profit.
1,2,2014.9507435264873,29388.010000000002,31402.960743526488,400,-1.439999999998804,847.7479887068367,try to maximize profit.
2,2,2144.0662342070964,50054.270000000004,52198.3362342071,600,-76.52999999999645,1273.216609093638,try to maximize profit.
3,2,34193.64920948578,10096.82,44290.46920948578,550,67.64000000000021,1108.363507200176,"Maintain a diversified portfolio across at least four different sectors with position-size limits (no single holding >20%, top-two holdings combined ≤35%), allocate capital using volatility-adjusted sizing (larger allocations to lower intraday volatility), keep a 10–15% cash buffer, rebalance daily to align with the prevailing market-index trend, apply hard stop-losses at 8% and 6% trailing stops for protecting gains, take partial profits of ~20% when a position rallies >15%, and dynamically increase or decrease overall exposure by up to 10% based on short-term index momentum signals while continuously monitoring liquidity and sector rotation."
4,2,22789.038017721294,8239.56,31028.59801772129,350,15.780000000000314,837.333981110877,"Maintain a diversified portfolio across at least 4–6 sectors, cap any single-stock position at 15% of portfolio and any sector at 30%, keep a 10% cash buffer for opportunistic bids, size new positions inversely to recent realized volatility, apply hard stop-losses at 8% with 6% trailing stops for winners and ~20% take-profit targets, rebalance and reassess every 2–3 iterations (or immediately if a holding moves >5% intra-iteration), and systematically overweight stocks that outperform the market index by >3% over the last 3 iterations while trimming underperformers to reduce concentration risk yet preserve quick adaptability."
5,2,43632.10375297472,14555.34,58187.44375297472,700,47.11000000000075,1391.9160145554313,"Maintain a diversified, sector-spread portfolio with no single stock exceeding 15% of total capital and at least four sectors represented, keep a 15% cash buffer for opportunities, scale into positions with 2–3 tranche dollar-cost averaging to target weights, use protective stop-losses at 8% below entry and automatic partial profit-taking at +20%, rebalance holdings daily (end of day), reduce overall equity exposure by 10% if the market index falls more than 2% from its recent high (and increase exposure by 10% when the index confirms an uptrend), and prioritize liquid positions while continually trimming concentrated winners and redeploying proceeds into underrepresented sectors."
6,2,20242.441066747528,18161.32,38403.761066747524,450,-5.5799999999998136,987.6709711973775,"Maintain diversified exposure across at least four sectors with no single-stock position exceeding 12%, target total equity exposure of 70–80% with a 20–30% cash buffer, size new positions at 3–6% of portfolio (limit new buys to 5% of portfolio per iteration to limit market impact), place fixed stop-losses at 10% (use an 8% trailing stop for winning positions) and take-profit targets at ~20%, rebalance end-of-day each trading day, and automatically reduce equity exposure by 7–10% if the market index drops more than 2% in any iteration."
7,2,46221.80698057026,6865.77,53087.57698057026,600,10.510000000000218,1287.5931924498723,"Limit any single-stock position to a maximum of 10% of the portfolio and cap any single sector at 30%, keep a 5–10% cash buffer, hold exposures across at least four sector buckets using volatility-adjusted position sizing, apply hard stop-losses at ~8% (or 6% trailing stops) and take-profit rules at 15–25%, rebalance after each trading day or immediately if the market index moves >1% in an iteration, and prioritize liquid, high-volume names to minimize execution and concentration risk."
8,2,32216.392028557926,27095.07,59311.46202855793,700,135.040000000001,1413.6917406123412,"Maintain a diversified portfolio of 4–6 sector-different holdings with position sizes capped at 20% and sector exposure capped at 40%, hold a 10–15% cash buffer, apply an 8% initial stop-loss per position with a 10% trailing stop and 20% take-profit guide, rebalance weekly to target weights and trim any position or sector that breaches caps, shift 10–25% of equity to cash/hedges if the market index drops >3% in a day or >5% over a week, and rotate into momentum- and value-screened winners while keeping at least two defensive/low-volatility positions to reduce portfolio volatility."
-1,2,220230.37905612288,1531013.491547471,1751243.8706035938,0,0,0,NA
0,3,2264.0110712450555,40421.46,42685.471071245054,500,-258.4999999999979,1079.4099730310586,try to maximize profit.
1,3,1818.9069854033733,30133.920000000002,31952.826985403375,400,-23.859999999999673,860.9992148705298,try to maximize profit.
2,3,2350.0303937703397,51076.56,53426.59039377034,600,-336.2699999999972,1299.406724684142,try to maximize profit.
3,3,28596.799424457833,15139.32,43736.11942445784,550,79.2599999999996,1096.4093841897156,"Maintain a sector-diversified portfolio with position-size risk controls (max 12% allocation per individual stock, max 35% per sector, and a 8–12% cash buffer), use disciplined entries (scale in on confirmed momentum) and exits (initial stop-loss 6–8% with a 4% trailing stop for winners and partial take-profits at +10–20%), rebalance at least once per day or immediately if the market index moves >1.5% intraday, and cap leverage to 1:1 while continuously monitoring market-index direction to shift weight toward defensive or growth exposures accordingly."
4,3,21882.91637574255,8748.97,30631.88637574255,350,43.71999999999963,828.9719603544258,"Diversify across sectors by capping any single-stock position at 10% of portfolio and total exposure to the top two holdings at 20%, limit any sector to 30%, maintain a 7–12% cash buffer, use volatility-adjusted position sizing (target 3–8% per average-volatility position and smaller sizes for higher-volatility names), set initial stop-losses at 10% with a 5% trailing stop, rebalance once per day (and immediately after any >4% intraday portfolio swing), and dynamically reduce overall equity exposure by 10–20% when the market index shows a sustained downtrend while modestly increasing exposure to diversified high-momentum sectors when the index is trending up."
5,3,41601.76268858514,15937.77,57539.53268858514,700,75.5599999999996,1379.0888750594945,"Limit any single-stock exposure to at most 15% of portfolio and target 4–6 sector-diversified positions (equal-weighted), size each position using volatility-adjusted risk so each trade risks no more than 2% of portfolio value, maintain a 10–20% cash buffer for opportunistic bids, use volatility-scaled stop-losses (e.g., 1.5× ATR or roughly 8–12% of entry) with trailing stops to protect gains, rebalance and review allocations every 6–12 iterations, trim winners above +15% and redeploy proceeds into underweight sectors or cash, and place limit orders when possible to control execution and reduce market-impact volatility."
6,3,29139.02593560629,9229.119999999999,38368.145935606284,450,77.59999999999945,987.0552213349505,"Maintain diversification by limiting exposure to any single stock to 5–10% of portfolio and any single sector to ≤20%, keep a 10–15% cash buffer, rebalance weekly to target weights, set hard stop-losses at 7% below cost with a 5% trailing stop for winners and take partial profits at +12–15%, and dynamically shift 10% of equity risk into defensive or cash positions when the market index declines >3% in a day or falls below its 20-day moving average to preserve capital while allowing quick, measured re-entry as trends stabilize."
7,3,38734.59394659514,13474.349999999999,52208.94394659514,600,65.22999999999985,1268.5515396114051,"Diversify across sectors by capping any single-stock position at 8% of portfolio and any sector at 30%, maintain a 10% cash reserve for opportunistic bids, use volatility-adjusted position sizing (smaller allocations for higher volatility), enforce automated stop-losses around 8% (or ~1.5×ATR) with trailing stops and partial profit-taking at ~10% and larger trims near 20%, rebalance every few iterations or immediately when the market index breaches short-term thresholds, and promptly reduce concentration if exposure limits are exceeded to control portfolio volatility."
8,3,25796.80881286407,33532.06,59328.868812864064,700,210.83999999999963,1413.3292405711584,"Maintain broad diversification by capping any single-stock holding at 10% of portfolio and any sector at 30%, keep a 10–15% cash buffer for opportunities, apply an 8% trailing stop on winners and a 12% hard stop on new purchases, rebalance when allocations drift more than 5% or at each iteration if the market index moves by over 0.3% (reduce equity exposure by 5% on sustained down-trends and increase by 5% on sustained up-trends), and scale into favored positions in four equal tranches (25% per iteration) to limit concentration while preserving the ability to react quickly."
-1,3,236472.99544836278,1526237.597132064,1762710.5925804267,0,0,0,NA
0,4,2124.788509590485,41619.5,43744.288509590486,500,-375.22000000000423,1099.049421424901,try to maximize profit.
1,4,2137.079839924776,30568.98,32706.059839924776,400,-96.45000000000164,873.0165397080674,try to maximize profit.
2,4,10935.61915658856,43892.06999999999,54827.68915658855,600,-373.0999999999995,1325.551807875407,try to maximize profit.
3,4,32394.615569154343,10960.59,43355.20556915434,550,2.1299999999999386,1090.3423884891567,"Maintain a diversified, volatility-weighted portfolio by capping any single-stock exposure at 10% of portfolio value, targeting allocations of roughly 40% growth/aggro sectors, 40% stable/value/defensive sectors and 20% cash/reserve, size each position inversely to its 20-day realized volatility with individual position risk limited to 1.5% of portfolio value, enter with limit orders, set initial stop-losses at 8–12% (convert to a 5% trailing stop once a position gains ≥10%), rebalance daily (or immediately after an intraday market-index move >2%) to restore targets, and cut overall equity exposure by 50% if the market index falls >5% to protect capital."
4,4,21903.826916741193,8299.5,30203.326916741193,350,-5.019999999999982,821.237727514851,"Maintain a diversified portfolio of 6–10 positions with no more than 10% of capital in any single stock and 25% per sector, hold a 15% cash buffer to seize opportunities, apply an initial stop‑loss at 8% with a 5% trailing stop for winners and take partial profits at 20%, rebalance exposures every day (or every 4 iterations) while monitoring short‑term index momentum—raising invested allocation to ~70% when the index shows a 5‑iteration uptrend and reducing to ~45% on a 5‑iteration downtrend—and immediately trim or exit positions that exceed predefined volatility or correlation limits to avoid concentration risk."
5,4,34642.71180947341,22195.76,56838.47180947341,700,-35.910000000000764,1366.3706537717028,"Maintain a sector-diversified portfolio with strict position sizing—no more than 10% in any single stock and no more than 30% in any sector—hold 10–15% cash for opportunities, scale into positions via dollar-cost averaging, monitor the market index and holdings each iteration and rebalance when any holding deviates more than 5% from target or the index moves >2% intraday, and protect downside with a 7% fixed stop-loss plus a 5% trailing stop for winners while using a ~15% take-profit threshold to lock gains."
6,4,28204.870789751778,9581.19,37786.06078975178,450,8.959999999999411,976.5629187121257,"Maintain a sector-diversified portfolio with exposure across at least four sectors, cap any single-stock position at 10–15% of portfolio value, size positions by volatility (smaller sizes for higher-volatility names), keep a 5–10% cash buffer for opportunities, set hard stop-losses at 8–12% with 6% trailing stops to protect gains, rebalance weekly (or after each trading iteration) and use simple trend rules to adjust allocations—trim positions that fall below their 20-day moving average and add to positions showing positive 5-/20-day moving-average crossovers."
7,4,43648.82784727231,7913.32,51562.14784727231,600,-16.549999999999898,1257.5388789319027,"Maintain a diversified portfolio by capping any single-stock exposure at 10% of portfolio value, target 40–60% allocation to high-momentum stocks across at least four different sectors, 20–40% to defensive/low-volatility positions, 5–15% cash reserve for opportunities, limit new positions to 8% of portfolio, use 5% trailing stops on winners and 8–12% fixed stop-losses on new or volatile buys, and rebalance at every daily cycle or immediately when any allocation drifts more than 5% or a stop-loss is triggered."
8,4,40311.47215271417,19126.949999999997,59438.42215271416,700,9.80000000000041,1420.1973762572813,"Maintain portfolio diversification with no more than 10% of total capital in any single stock and 30% per sector, keep a 10-20% cash buffer, apply a 12% hard stop-loss and an 8% trailing stop on each position, automatically trim 25% of any position after a 15% gain, rebalance every 3 iterations (minimum daily), reduce equity exposure by 10 percentage points if the market index falls >2% between rebalances and raise exposure by up to 5 percentage points on a sustained index rise >2%, and cap volatility risk by exiting positions that exceed predefined volatility thresholds."
-1,4,260324.0120784155,1513611.2323169908,1773935.2443954065,0,0,0,NA
0,5,3344.082739398675,41619.5,44963.58273939868,500,-375.22000000000423,1121.7057701918097,try to maximize profit.
1,5,2967.5786431262804,30568.98,33536.55864312628,400,-96.45000000000164,888.5011967984955,try to maximize profit.
2,5,12038.105373456789,43892.06999999999,55930.17537345678,600,-373.0999999999995,1345.513783131771,try to maximize profit.
3,5,31880.231457771253,10960.59,42840.82145777125,550,2.1299999999999386,1078.3841113830867,"Maintain a diversified, risk‑controlled portfolio by capping any single‑stock exposure at 10% of portfolio value, allocating capital across three buckets (30% defensive, 50% core, 20% opportunistic), sizing positions by volatility to target ~1% portfolio risk per new position, deploy new buys via dollar‑cost averaging over 3–5 iterations, place fixed stop‑losses at 8–12% (or a 10% trailing stop for winners), rebalance weekly to target allocations while keeping a 5–10% cash buffer for opportunities, and rotate capital from sectors underperforming the market index into sectors outperforming the index over a 5‑iteration momentum window."
4,5,21501.560378406368,8299.5,29801.060378406368,350,-5.019999999999982,812.2665383348238,"Maintain a diversified, risk‑controlled approach by capping any single-stock position at 15% of portfolio value and any single-sector exposure at 35%, allocate roughly 60–70% of capital to mid/large-cap equities across at least four sectors with 10–20% cash reserved for opportunistic bids, scale position sizes inversely with realized volatility (smaller allocations to higher-volatility names), set automated stop-losses at 7–10% and take-profit targets at 12–20%, and rebalance weekly or immediately after a market-index move >2% to trim winners and redeploy into underweighted diversified holdings."
5,5,34431.96237328394,22195.76,56627.722373283934,700,-35.910000000000764,1359.7494361894683,"Maintain a diversified, sector-balanced portfolio by capping any single stock at 15% and any sector at 35% of portfolio value, keep an 8–12% cash reserve, size new positions by volatility targeting ~1–2% portfolio risk per position, use initial stop-losses at 6% with trailing stops of 4% after an 8% gain, rebalance weekly while trimming winners and adding to underweight sectors to avoid concentration, and automatically reduce net equity exposure by 10% if the market index falls below its 20-day moving average to preserve capital while retaining the quick adaptability highlighted in the last strategy."
7,5,42793.90489032686,7913.32,50707.22489032686,600,-16.549999999999898,1238.9229569454462,"Adopt a volatility‑adjusted core‑satellite approach by allocating ~60% to diversified core holdings spread across at least five sectors and ~40% to active satellite positions, cap any single‑stock exposure at 8% of portfolio, size satellite positions inversely to recent volatility, apply a trailing stop‑loss of 7% (hard stop 12%) and partial profit‑taking at 10% with full take‑profit at 20%, rebalance every 3 iterations or sooner if any position deviates >5% from target, and never exceed 1.2x portfolio leverage to limit concentration and reduce volatility while retaining adaptability."
8,5,39878.20370965988,19126.949999999997,59005.15370965988,700,9.80000000000041,1408.2684430542834,"Maintain a diversified, sector-balanced portfolio by capping any single-stock exposure at 12% and any sector exposure at 30%, keep a 10–15% cash buffer for opportunities, size new positions inversely to short-term volatility (smaller positions for higher volatility), apply initial stop-losses of 8% and switch to a trailing stop once a position is up 5%, take profits at +15%, review every iteration but only trade when allocations deviate >5% or a stop/profit trigger occurs, and prioritize reallocations toward sectors confirmed by market-index momentum while limiting overall turnover to avoid overtrading."
-1,5,247809.16086061316,1529904.8734699092,1777714.0343305224,0,0,0,NA
